Survived,Pclass,Sex,Age,Fare,Embarked,Euro_Fare,Binary_Cabin,AgeGroup,Honorific_Name
1,3,female,33.0,15.85,S,1771.2228017116092,0,Adult,Mrs
0,3,male,33.0,8.05,S,899.5800349387039,0,Adult,Mr
1,1,female,23.0,263.0,S,29390.006110419763,1,Adult,Miss
0,3,male,24.0,8.05,S,899.5800349387039,0,Adult,Mr
0,3,male,29.0,8.05,S,899.5800349387039,0,Adult,Mr
0,1,male,45.0,83.475,S,9328.253840560035,1,Adult,Mr
0,3,female,22.0,9.8375,S,1099.3315023241612,0,Adult,Miss
0,1,male,44.0,90.0,Q,10057.416539687369,1,Adult,Dr
1,2,female,24.0,14.5,S,1620.3615536162984,0,Adult,Mrs
0,3,male,23.5,7.7292,Q,863.7309324283513,0,Adult,Mr
1,1,male,36.0,120.0,S,13409.88871958316,1,Adult,Mr
1,3,male,21.0,7.7958,S,871.1734206677199,0,Adult,Mr
0,3,male,28.0,7.925,S,885.6114008558046,0,Adult,Mr
1,1,female,23.0,113.275,C,12658.376205923189,1,Adult,Miss
1,3,female,24.0,16.7,S,1866.209513475323,1,Adult,Mrs
0,3,male,22.0,7.7958,S,871.1734206677199,0,Adult,Mr
0,3,female,31.0,7.8542,S,877.6995665112504,0,Adult,Miss
1,2,female,36.0,13.0,S,1452.737944621509,0,Adult,Miss
0,2,male,23.0,10.5,S,1173.3652629635264,0,Adult,Dr
1,3,male,39.0,7.925,S,885.6114008558046,0,Adult,Mr
0,3,male,26.0,8.05,S,899.5800349387039,0,Adult,Mr
0,3,female,21.0,9.825,S,1097.9346389158711,0,Adult,Miss
0,3,male,28.0,15.85,S,1771.2228017116092,0,Adult,Mr
0,3,female,20.0,8.6625,S,968.0263419449094,0,Adult,Miss
0,2,male,34.0,21.0,S,2346.730525927053,0,Adult,Mr
0,3,male,21.0,7.775,S,868.8490399563256,0,Adult,Mr
0,3,male,25.333333333333332,7.8958,S,882.3483279340394,0,Adult,Mr
1,2,female,28.0,12.65,S,1413.6257691893916,0,Adult,Mrs
0,3,male,23.5,6.8583,Q,766.4086650459766,0,Adult,Mr
0,2,male,18.0,73.5,S,8213.556840744686,0,Adult,Mr
1,1,female,35.0,52.0,S,5810.951778486036,0,Adult,Mrs
0,3,female,45.0,14.4542,C,1615.2434460883244,0,Adult,Mrs
0,3,male,35.0,7.05,S,787.8309622755106,0,Adult,Mr
0,3,male,29.833333333333332,15.5,Q,1732.1106262794915,0,Adult,Mr
0,3,male,30.0,7.25,S,810.1807768081492,0,Adult,Mr
1,3,female,26.166666666666668,7.2292,C,807.8563960967549,0,Adult,Mrs
1,3,female,28.166666666666668,7.75,Q,866.0553131397457,0,Adult,Miss
1,1,female,24.0,69.3,C,7744.210735559275,1,Adult,Mme
1,1,male,25.0,55.4417,C,6195.558561870947,1,Adult,Mr
0,3,male,25.333333333333332,7.8958,S,882.3483279340394,0,Adult,Mr
0,3,male,18.0,6.4958,S,725.8996262055691,0,Adult,Mr
0,1,male,22.0,135.6333,C,15156.895497248654,0,Adult,Mr
1,1,female,44.666666666666664,82.1708,C,9182.5106999927,0,Adult,Mrs
1,3,female,22.0,7.25,S,810.1807768081492,0,Adult,Miss
0,1,male,27.0,211.5,C,23634.92886826532,1,Adult,Mr
0,3,male,20.0,4.0125,C,448.3931540610619,0,Adult,Mr
0,3,male,19.0,7.775,S,868.8490399563256,0,Adult,Mr
1,1,female,42.0,227.525,C,25425.70775769299,0,Adult,Miss
0,3,male,32.0,7.925,S,885.6114008558046,0,Adult,Mr
0,3,male,19.0,8.05,S,899.5800349387039,0,Adult,Mr
1,1,female,33.0,90.0,Q,10057.416539687369,1,Adult,Miss
0,2,male,23.333333333333332,0.0,S,0.0,0,Adult,Mr
1,3,male,44.0,7.925,S,885.6114008558046,0,Adult,Mr
1,2,female,28.0,13.0,S,1452.737944621509,0,Adult,Ms
1,3,male,23.333333333333332,8.1125,S,906.5643519801533,0,Adult,Mr
1,1,male,34.0,26.55,S,2966.9378792077746,0,Adult,Mr
0,2,male,36.0,27.75,S,3101.0367664036057,0,Adult,Mr
0,3,male,22.666666666666668,19.9667,S,2231.260209144176,0,Adult,Mr
0,1,male,30.0,27.75,C,3101.0367664036057,1,Adult,Mr
0,3,male,33.0,8.05,S,899.5800349387039,0,Adult,Mr
1,3,male,29.0,7.8958,C,882.3483279340394,0,Adult,Mr
0,3,male,25.0,7.775,S,868.8490399563256,0,Adult,Mr
1,1,female,40.666666666666664,51.8625,S,5795.586280994847,1,Adult,Mrs
0,3,male,34.0,8.05,S,899.5800349387039,0,Adult,Mr
0,3,male,33.0,8.05,S,899.5800349387039,0,Adult,Mr
0,3,male,38.0,7.05,S,787.8309622755106,0,Adult,Mr
0,2,male,23.333333333333332,0.0,S,0.0,0,Adult,Mr
0,3,male,23.5,7.725,Q,863.261586323166,0,Adult,Mr
0,3,male,35.333333333333336,7.25,S,810.1807768081492,0,Adult,Mr
0,3,male,38.0,8.6625,S,968.0263419449094,0,Adult,Mr
1,2,female,33.0,27.75,S,3101.0367664036057,0,Adult,Mrs
0,3,male,34.333333333333336,7.75,Q,866.0553131397457,0,Adult,Mr
0,3,male,20.0,9.5,S,1061.6161903003335,0,Adult,Mr
1,2,female,45.0,26.25,S,2933.413157408816,0,Adult,Mrs
0,2,male,31.0,10.5,S,1173.3652629635264,0,Adult,Mr
0,3,female,33.0,8.05,S,899.5800349387039,0,Adult,Mrs
1,2,female,34.0,32.5,S,3631.8448615537727,0,Adult,Mrs
1,2,female,18.0,13.0,S,1452.737944621509,0,Adult,Miss
0,2,male,30.0,13.0,S,1452.737944621509,0,Adult,Mr
0,3,male,31.0,7.8958,C,882.3483279340394,0,Adult,Mr
0,3,male,21.0,7.7333,Q,864.1891036262705,0,Adult,Mr
0,3,male,29.0,7.875,S,880.0239472226449,0,Adult,Mr
0,3,female,28.0,14.4,S,1609.1866463499794,0,Adult,Mrs
0,3,male,18.0,20.2125,S,2258.7281312047885,0,Adult,Mr
0,3,male,35.333333333333336,7.25,S,810.1807768081492,0,Adult,Mr
1,2,female,28.0,26.0,S,2905.475889243018,0,Adult,Mrs
1,2,female,19.0,26.0,S,2905.475889243018,0,Adult,Miss
0,3,male,34.333333333333336,7.75,Q,866.0553131397457,0,Adult,Mr
1,3,male,32.0,8.05,S,899.5800349387039,1,Adult,Mr
1,1,male,26.0,30.0,C,3352.47217989579,1,Adult,Mr
1,3,female,26.666666666666668,16.1,S,1799.1600698774078,0,Adult,Mrs
1,2,female,42.0,26.0,S,2905.475889243018,0,Adult,Mrs
0,3,female,21.0,34.375,S,3841.374372797259,0,Adult,Miss
1,2,female,24.0,18.75,S,2095.2951124348688,0,Adult,Mrs
0,2,male,29.0,27.7208,C,3097.773693481841,0,Adult,Mr
0,3,male,40.0,27.9,S,3117.7991273030843,0,Adult,Mr
1,3,female,18.666666666666668,7.8792,Q,880.4932933278304,0,Adult,Miss
1,3,female,18.666666666666668,7.8792,Q,880.4932933278304,0,Adult,Miss
0,3,male,28.0,7.8542,S,877.6995665112504,0,Adult,Mr
1,3,male,19.0,8.05,S,899.5800349387039,0,Adult,Mr
0,1,male,44.666666666666664,26.0,S,2905.475889243018,1,Adult,Mr
0,3,male,33.0,8.6625,C,968.0263419449094,0,Adult,Mr
1,3,male,30.0,9.5,S,1061.6161903003335,0,Adult,Mr
0,3,male,22.0,7.8958,S,882.3483279340394,0,Adult,Mr
1,2,male,42.0,13.0,S,1452.737944621509,0,Adult,Mr
1,3,female,22.0,7.75,Q,866.0553131397457,0,Adult,Miss
1,3,female,35.0,20.25,S,2262.9187214296585,0,Adult,Mrs
1,1,female,26.0,78.85,S,8811.414379492768,0,Adult,Miss
0,2,male,36.0,12.875,C,1438.7693105386097,1,Adult,Mr
0,3,female,24.0,8.85,S,988.979293069258,0,Adult,Miss
0,3,male,24.0,7.8958,S,882.3483279340394,0,Adult,Mr
0,3,male,23.5,7.2292,C,807.8563960967549,0,Adult,Mr
1,1,male,37.0,30.5,S,3408.3467162273864,1,Adult,Mr
1,3,female,28.166666666666668,7.75,Q,866.0553131397457,0,Adult,Miss
1,3,male,18.666666666666668,23.25,Q,2598.1659394192375,0,Adult,Mr
0,3,male,19.0,0.0,S,0.0,0,Adult,Mr
1,1,female,19.0,91.0792,C,10178.016138905488,1,Adult,Mrs
0,2,male,23.333333333333332,0.0,S,0.0,0,Adult,Mr
0,3,female,45.0,7.75,S,866.0553131397457,0,Adult,Miss
1,3,female,28.166666666666668,7.75,Q,866.0553131397457,0,Adult,Miss
1,1,male,37.0,52.5542,S,5872.883114555978,1,Adult,Mr
0,3,male,35.333333333333336,7.25,S,810.1807768081492,0,Adult,Mr
0,3,female,29.0,10.4625,S,1169.174672738657,1,Adult,Mrs
0,3,male,30.0,16.1,S,1799.1600698774078,0,Adult,Mr
0,3,female,41.0,20.2125,S,2258.7281312047885,0,Adult,Mrs
1,3,female,29.0,15.2458,C,1703.7040120085078,0,Adult,Mrs
1,1,female,37.666666666666664,79.2,C,8850.526554924887,0,Adult,Mrs
1,1,female,30.0,86.5,S,9666.294785366195,1,Adult,Miss
1,1,female,35.0,512.3292,C,57252.31299827554,0,Adult,Miss
0,3,male,34.333333333333336,7.75,Q,866.0553131397457,0,Adult,Mr
0,1,male,40.0,0.0,S,0.0,1,Adult,Mr
0,3,female,34.333333333333336,7.75,Q,866.0553131397457,0,Adult,Miss
0,2,male,36.0,10.5,S,1173.3652629635264,0,Adult,Mr
1,3,male,25.0,7.775,S,868.8490399563256,0,Adult,Mr
1,1,female,35.0,135.6333,S,15156.895497248654,1,Adult,Miss
0,1,male,42.0,31.0,S,3464.221252558983,0,Adult,Mr
1,3,male,25.0,0.0,S,0.0,0,Adult,Mr
1,2,female,41.0,19.5,S,2179.1069169322636,0,Adult,Mrs
0,1,male,37.0,29.7,C,3318.947458096832,1,Adult,Mr
1,2,female,32.333333333333336,12.35,Q,1380.1010473904337,1,Adult,Miss
0,3,female,25.0,7.775,S,868.8490399563256,0,Adult,Miss
0,3,male,33.0,8.05,S,899.5800349387039,0,Adult,Mr
0,2,male,30.0,24.0,C,2681.977743916632,0,Adult,Mr
1,1,female,41.0,134.5,C,15030.25027319946,1,Adult,Miss
1,3,male,45.0,8.05,S,899.5800349387039,0,Adult,Mr
0,1,male,45.0,35.5,S,3967.0920795433512,1,Adult,Mr
1,1,female,24.0,263.0,S,29390.006110419763,1,Adult,Miss
0,2,male,28.0,13.0,S,1452.737944621509,0,Adult,Mr
0,2,male,25.0,13.0,S,1452.737944621509,0,Adult,Mr
0,2,male,36.0,13.0,S,1452.737944621509,0,Adult,Mr
1,2,female,24.0,13.0,S,1452.737944621509,1,Adult,Miss
0,1,male,29.0,66.6,S,7442.488239368653,1,Adult,Mr
1,2,female,40.0,13.0,S,1452.737944621509,0,Adult,Miss
0,3,male,42.0,8.6625,S,968.0263419449094,0,Adult,Mr
0,3,male,23.0,9.225,S,1030.8851953179555,0,Adult,Mr
0,1,male,42.0,35.0,S,3911.2175432117556,1,Adult,Mr
0,3,male,25.0,17.8,S,1989.1334934048357,0,Adult,Mr
0,3,male,38.5,7.225,C,807.3870499915694,0,Adult,Mr
0,3,male,28.0,9.5,S,1061.6161903003335,0,Adult,Mr
1,1,female,22.0,55.0,S,6146.198996475616,1,Adult,Miss
0,2,female,38.0,13.0,S,1452.737944621509,0,Adult,Miss
1,3,female,26.666666666666668,16.1,S,1799.1600698774078,0,Adult,Mrs
0,3,male,25.333333333333332,7.8958,S,882.3483279340394,0,Adult,Mr
1,1,female,38.666666666666664,133.65,S,14935.263561435746,0,Adult,Mrs
0,1,male,38.0,153.4625,S,17149.29206357526,1,Adult,Mr
1,1,female,30.0,56.9292,C,6361.785307457448,1,Adult,Miss
1,1,female,24.0,83.1583,C,9292.862909247602,1,Adult,Miss
1,1,female,18.0,262.375,C,29320.162940005266,1,Adult,Miss
0,2,female,26.0,26.0,S,2905.475889243018,0,Adult,Mrs
0,3,male,28.0,7.8958,S,882.3483279340394,0,Adult,Mr
0,2,male,43.0,26.25,S,2933.413157408816,0,Adult,Mr
1,3,female,26.0,7.8542,S,877.6995665112504,0,Adult,Miss
1,2,female,24.0,26.0,S,2905.475889243018,0,Adult,Mrs
1,1,female,31.0,164.8667,S,18423.700838040844,1,Adult,Miss
1,1,female,40.0,134.5,C,15030.25027319946,1,Adult,Mrs
0,3,male,22.0,7.25,S,810.1807768081492,0,Adult,Mr
0,3,male,27.0,7.8958,S,882.3483279340394,0,Adult,Mr
1,2,female,30.0,12.35,Q,1380.1010473904337,0,Adult,Miss
1,2,female,22.0,29.0,S,3240.7231072325967,0,Adult,Mrs
0,3,male,33.166666666666664,69.55,S,7772.148003725073,0,Adult,Mr
1,1,female,36.0,135.6333,C,15156.895497248654,1,Adult,Miss
1,2,female,36.0,13.0,S,1452.737944621509,1,Adult,Mrs
1,3,female,31.0,20.525,S,2293.649716412036,0,Adult,Mrs
1,3,female,18.666666666666668,23.25,Q,2598.1659394192375,0,Adult,Miss
1,1,female,26.333333333333332,110.8833,C,12391.10594883463,0,Adult,Miss
0,3,male,32.0,7.75,Q,866.0553131397457,0,Adult,Mr
0,1,male,54.0,51.8625,S,5795.586280994847,1,Third age,Mr
1,1,female,58.0,26.55,S,2966.9378792077746,1,Third age,Miss
1,2,female,55.0,16.0,S,1787.985162611088,0,Third age,Mrs
0,2,male,66.0,10.5,S,1173.3652629635264,0,Third age,Mr
1,1,female,49.0,76.7292,C,8574.41694618867,1,Third age,Mrs
0,1,male,65.0,61.9792,C,6926.118124406571,1,Third age,Mr
0,1,male,49.0,27.7208,C,3097.773693481841,0,Third age,Mr
0,1,male,46.0,61.175,S,6836.249520170832,1,Third age,Mr
0,3,male,59.0,7.25,S,810.1807768081492,0,Third age,Mr
0,1,male,71.0,34.6542,C,3872.5747138848237,1,Third age,Mr
0,1,male,47.0,52.0,S,5810.951778486036,1,Third age,Mr
0,3,male,70.5,7.75,Q,866.0553131397457,0,Third age,Mr
0,1,male,54.0,77.2875,S,8636.80645345653,1,Third age,Mr
0,3,female,47.0,14.5,S,1620.3615536162984,0,Third age,Mrs
0,2,male,51.0,12.525,S,1399.6571351064924,0,Third age,Rev
0,3,male,55.5,8.05,S,899.5800349387039,0,Third age,Mr
0,1,male,51.0,61.3792,C,6859.068680808656,0,Third age,Mr
0,1,male,61.0,33.5,S,3743.593934216966,1,Third age,Mr
0,1,male,56.0,30.6958,C,3430.2271846548397,1,Third age,Mr
0,1,female,50.0,28.7125,C,3208.595248841929,1,Third age,Miss
1,1,female,58.0,146.5208,C,16373.563525869171,1,Third age,Miss
0,3,male,45.5,7.225,C,807.3870499915694,0,Third age,Mr
0,3,male,51.0,8.05,S,899.5800349387039,0,Third age,Mr
0,2,male,59.0,13.5,S,1508.6124809531057,0,Third age,Mr
0,2,male,54.0,26.0,S,2905.475889243018,0,Third age,Rev
0,1,male,62.0,26.55,S,2966.9378792077746,1,Third age,Mr
1,2,female,50.0,26.0,S,2905.475889243018,0,Third age,Mrs
0,1,male,52.0,79.65,S,8900.813637623323,1,Third age,Mr
1,1,female,58.0,153.4625,S,17149.29206357526,1,Third age,Mrs
1,1,female,63.0,77.9583,S,8711.767731398999,1,Third age,Miss
0,3,male,65.0,7.75,Q,866.0553131397457,0,Third age,Mr
0,1,male,49.0,27.7208,C,3097.773693481841,0,Third age,Mr
1,1,female,50.0,247.5208,C,27660.219864851664,1,Third age,Mrs
0,2,male,54.0,14.0,S,1564.4870172847022,0,Third age,Dr
0,3,male,61.0,6.2375,S,697.0348407366663,0,Third age,Mr
0,1,male,45.5,28.5,S,3184.848570901001,1,Third age,Mr
1,1,female,60.0,75.25,C,8409.117717905274,1,Third age,Mrs
0,2,male,46.0,26.0,S,2905.475889243018,0,Third age,Mr
0,3,male,51.0,7.75,S,866.0553131397457,0,Third age,Mr
0,1,male,50.0,55.9,S,6246.773161872489,1,Third age,Mr
0,1,male,64.0,263.0,S,29390.006110419763,1,Third age,Mr
1,1,male,52.0,30.5,S,3408.3467162273864,1,Third age,Major
1,1,male,49.0,89.1042,C,9957.311720395683,1,Third age,Mr
0,1,male,65.0,26.55,S,2966.9378792077746,1,Third age,Mr
1,2,female,50.0,10.5,S,1173.3652629635264,0,Third age,Miss
1,1,male,48.0,26.55,S,2966.9378792077746,1,Third age,Mr
0,1,male,47.0,38.5,S,4302.339297532931,1,Third age,Mr
0,2,male,48.0,13.0,S,1452.737944621509,0,Third age,Mr
0,1,male,56.0,26.55,S,2966.9378792077746,0,Third age,Mr
0,3,male,50.0,8.05,S,899.5800349387039,0,Third age,Mr
1,3,female,63.0,9.5875,S,1071.394234158363,0,Third age,Mrs
0,1,male,58.0,29.7,C,3318.947458096832,1,Third age,Mr
0,1,male,55.0,30.5,S,3408.3467162273864,1,Third age,Mr
0,1,male,71.0,49.5042,C,5532.048442933238,0,Third age,Mr
1,1,female,54.0,78.2667,C,8746.231145408328,1,Third age,Miss
1,1,female,54.0,59.4,C,6637.894916193664,0,Third age,Mrs
0,1,male,47.0,34.0208,S,3801.7928512599565,1,Third age,Mr
1,2,female,50.0,10.5,S,1173.3652629635264,0,Third age,Miss
0,1,male,50.0,106.425,C,11892.895058180315,1,Third age,Mr
0,1,male,64.0,26.0,S,2905.475889243018,0,Third age,Mr
0,1,male,62.0,26.55,S,2966.9378792077746,0,Third age,Mr
1,1,female,48.0,39.6,C,4425.2632774624435,1,Third age,Lady
1,2,male,62.0,10.5,S,1173.3652629635264,0,Third age,Mr
1,1,female,53.0,51.4792,S,5752.752861443046,1,Third age,Mrs
0,2,male,54.0,26.0,S,2905.475889243018,0,Third age,Mr
0,2,male,47.0,15.0,S,1676.236089947895,0,Third age,Mr
1,1,male,60.0,79.2,C,8850.526554924887,1,Third age,Mr
1,1,female,52.0,78.2667,C,8746.231145408328,1,Third age,Mrs
0,3,male,47.0,7.25,S,810.1807768081492,0,Third age,Mr
0,3,male,49.0,0.0,S,0.0,0,Third age,Mr
1,1,male,49.0,56.9292,C,6361.785307457448,1,Third age,Sir
0,1,male,61.0,32.3208,S,3611.8194277325283,1,Third age,Mr
0,2,male,57.0,12.35,Q,1380.1010473904337,0,Third age,Rev
1,1,male,80.0,30.0,S,3352.47217989579,1,Third age,Mr
0,3,male,51.0,7.0542,S,788.300308380696,0,Third age,Mr
1,1,male,48.0,76.7292,C,8574.41694618867,1,Third age,Mr
1,1,male,56.0,35.5,C,3967.0920795433512,1,Third age,Col
0,1,male,58.0,113.275,C,12658.376205923189,1,Third age,Mr
1,1,male,50.0,133.65,S,14935.263561435746,0,Third age,Dr
0,1,male,47.0,25.5875,S,2859.379396769451,1,Third age,Mr
0,2,male,70.0,10.5,S,1173.3652629635264,0,Third age,Mr
0,2,male,60.0,39.0,S,4358.213833864527,0,Third age,Mr
0,1,male,60.0,26.55,S,2966.9378792077746,0,Third age,Col
0,2,male,52.0,13.5,S,1508.6124809531057,0,Third age,Mr
0,1,male,49.0,110.8833,C,12391.10594883463,1,Third age,Mr
0,1,male,55.333333333333336,26.55,S,2966.9378792077746,1,Third age,Mr
1,1,male,48.0,52.0,S,5810.951778486036,1,Third age,Mr
0,2,male,52.0,13.0,S,1452.737944621509,0,Third age,Mr
0,2,male,50.0,13.0,S,1452.737944621509,0,Third age,Mr
0,3,female,48.0,34.375,S,3841.374372797259,0,Third age,Mrs
0,1,male,70.0,71.0,S,7934.1841590867025,1,Third age,Capt
1,2,female,48.0,65.0,S,7263.689723107545,0,Third age,Mrs
1,1,female,51.0,77.9583,S,8711.767731398999,1,Third age,Mrs
0,1,male,52.333333333333336,39.6,C,4425.2632774624435,0,Third age,Dr
0,3,male,48.0,7.8542,S,877.6995665112504,0,Third age,Mr
0,2,female,57.0,10.5,S,1173.3652629635264,1,Third age,Mrs
1,2,female,54.0,23.0,S,2570.2286712534387,0,Third age,Mrs
0,1,male,46.0,79.2,C,8850.526554924887,1,Third age,Mr
0,1,male,47.333333333333336,30.6958,C,3430.2271846548397,0,Third age,Mr
1,1,female,49.0,25.9292,S,2897.564054898464,1,Third age,Dr
1,1,female,52.0,93.5,S,10448.538294008546,1,Third age,Mrs
1,1,female,62.0,80.0,S,8939.92581305544,1,Third age,Mrs
0,3,male,74.0,7.775,S,868.8490399563256,0,Third age,Mr
1,1,male,51.0,26.55,S,2966.9378792077746,1,Third age,Mr
1,1,female,48.0,25.9292,S,2897.564054898464,1,Third age,Mrs
1,1,female,47.0,52.5542,S,5872.883114555978,1,Third age,Mrs
0,3,male,47.0,9.0,S,1005.741653968737,0,Third age,Mr
1,1,female,56.0,83.1583,C,9292.862909247602,1,Third age,Mrs
